SJAG_01112	YDR264C
SJAG_01112	YOR034C
SJAG_01110	YMR075W
SJAG_01111	YBR289W
SJAG_03028	YPR137W
SJAG_03577	YGR257C
SJAG_03868	YMR262W
SJAG_04882	YOL061W
SJAG_03490	YDR529C
SJAG_04058	YOL019W
SJAG_03243	YGL009C
SJAG_03016	YBR141C
SJAG_03679	YIL145C
SJAG_04003	YFL037W
SJAG_03115	YJR013W
SJAG_04015	YGR020C
SJAG_04852	YGR005C
SJAG_03103	YDR192C
SJAG_03568	YGR118W
SJAG_03568	YPR132W
SJAG_03022	YHR113W
SJAG_02988	YOR391C
SJAG_02988	YMR322C
SJAG_02988	YPL280W
SJAG_02988	YDR533C
SJAG_03708	YNR012W
SJAG_04963	YFR021W
SJAG_04999	YFR003C
SJAG_04044	YLR166C
SJAG_03842	YJR134C
SJAG_03349	YNR043W
SJAG_04363	YGL027C
SJAG_02940	YLL063C
SJAG_04088	YIL075C
SJAG_03452	YHR002W
SJAG_04388	YGL073W
SJAG_04232	YGL180W
SJAG_03664	YER051W
SJAG_03441	YAL034C
SJAG_03441	YOR338W
SJAG_03847	YDL207W
SJAG_03273	YGR268C
SJAG_04064	YDR332W
SJAG_03563	YGR046W
SJAG_05008	YBL057C
SJAG_05311	YDR297W
SJAG_04106	YJR063W
SJAG_03593	YMR153W
SJAG_03593	YDL088C
SJAG_03048	YBR160W
SJAG_04406	YML038C
SJAG_04905	YDR343C
SJAG_04905	YJR158W
SJAG_04905	YDR345C
SJAG_04905	YHR092C
SJAG_04905	YOL156W
SJAG_04905	YEL069C
SJAG_04905	YDR342C
SJAG_04905	YHR094C
SJAG_04905	YJL214W
SJAG_04905	YDL245C
SJAG_04905	YHR096C
SJAG_04905	YJL219W
SJAG_04905	YLR081W
SJAG_04905	YMR011W
SJAG_04905	YFL011W
SJAG_04352	YLR216C
SJAG_03940	YAL009W
SJAG_02996	YDR245W
SJAG_03653	YHR106W
SJAG_03653	YDR353W
SJAG_03289	YMR228W
SJAG_03087	YNL092W
SJAG_04260	YPL224C
SJAG_04260	YMR177W
SJAG_16457	YPR042C
SJAG_16457	YJR091C
SJAG_02992	YHR200W
SJAG_03669	YKL151C
SJAG_04851	YKL046C
SJAG_04851	YMR238W
SJAG_04391	YER122C
SJAG_03654	YDL148C
SJAG_05290	YDR490C
SJAG_05290	YOL100W
SJAG_05290	YDR466W
SJAG_03828	YJR009C
SJAG_03828	YGR192C
SJAG_03828	YJL052W
SJAG_05000	YMR116C
SJAG_03844	YNL021W
SJAG_04039	YDR191W
SJAG_03396	YJR117W
SJAG_04894	YOL005C
SJAG_04354	YHR128W
SJAG_04912	YJR102C
SJAG_03532	YAL044W-A
SJAG_04957	YJL108C
SJAG_03805	YPR189W
SJAG_03245	YPR094W
SJAG_03367	YPL030W
SJAG_03029	YGL155W
SJAG_04081	YGL078C
SJAG_04411	YNL189W
SJAG_03747	YPL190C
SJAG_04866	YFL058W
SJAG_04866	YNL332W
SJAG_04866	YJR156C
SJAG_04866	YDL244W
SJAG_03120	YGR246C
SJAG_03809	YGR225W
SJAG_03448	YGL122C
SJAG_03881	YLR017W
SJAG_03763	YER143W
SJAG_04118	YLR398C
SJAG_16455	YJL050W
SJAG_03701	YLL027W
SJAG_03933	YML067C
SJAG_03551	YIL104C
SJAG_03943	YGL055W
SJAG_02120	YGR284C
SJAG_03950	YPL003W
SJAG_03095	YDR397C
SJAG_04076	YIL144W
SJAG_03379	YDL117W
SJAG_04889	YDL202W
SJAG_03292	YLR088W
SJAG_04142	YHR154W
SJAG_05029	YKL033W-A
SJAG_04265	YPL207W
SJAG_04884	YGL086W
SJAG_04146	YOL147C
SJAG_03296	YJL003W
SJAG_04096	YBR187W
SJAG_03984	YDL175C
SJAG_03984	YIL079C
SJAG_03750	YHR007C
SJAG_03058	YPR034W
SJAG_03058	YJL081C
SJAG_03648	YMR150C
SJAG_03005	YLR148W
SJAG_04840	YDR268W
SJAG_03131	YNL128W
SJAG_06253	YMR286W
SJAG_04368	YPR056W
SJAG_03132	YDR293C
SJAG_03330	YNL080C
SJAG_04308	YGR245C
SJAG_03820	YDR343C
SJAG_03820	YJR158W
SJAG_03820	YDR345C
SJAG_03820	YHR092C
SJAG_03820	YOL156W
SJAG_03820	YEL069C
SJAG_03820	YDR342C
SJAG_03820	YHR094C
SJAG_03820	YJL214W
SJAG_03820	YDL245C
SJAG_03820	YHR096C
SJAG_03820	YJL219W
SJAG_03820	YLR081W
SJAG_03820	YMR011W
SJAG_03820	YFL011W
SJAG_03144	YOR341W
SJAG_03895	YLR241W
SJAG_03862	YDL120W
SJAG_03155	YIL070C
SJAG_04252	YHR085W
SJAG_04988	YJL060W
SJAG_03864	YGL233W
SJAG_04277	YOR011W
SJAG_04277	YIL013C
SJAG_04409	YNL073W
SJAG_04221	YML104C
SJAG_05006	YDL106C
SJAG_04978	YOL018C
SJAG_05330	YNL267W
SJAG_04898	YDL209C
SJAG_04424	YML093W
SJAG_04190	YBR088C
SJAG_03140	YGL234W
SJAG_03865	YOR164C
SJAG_03694	YLR085C
SJAG_03658	YDR091C
SJAG_03792	YFL024C
SJAG_04857	YGR133W
SJAG_04285	YPL040C
SJAG_03558	YDL195W
SJAG_03465	YNL084C
SJAG_03505	YLR283W
SJAG_03275	YGR267C
SJAG_03553	YOR196C
SJAG_04893	YBR282W
SJAG_03561	YGL240W
SJAG_03671	YGL184C
SJAG_03612	YJR052W
SJAG_03154	YGR149W
SJAG_03114	YDL004W
SJAG_03475	YJR010W
SJAG_03138	YDR438W
SJAG_03138	YML018C
SJAG_03920	YMR118C
SJAG_03920	YKL141W
SJAG_04991	YNL227C
SJAG_04425	YMR321C
SJAG_04425	YLL062C
SJAG_04425	YPL273W
SJAG_05303	YNL265C
SJAG_04960	YJL085W
SJAG_03567	YNL088W
SJAG_03209	YNR047W
SJAG_03209	YCR091W
SJAG_03018	YGR060W
SJAG_03248	YJR110W
SJAG_05001	YLR300W
SJAG_05001	YOR190W
SJAG_05001	YDR261C
SJAG_04097	YNL107W
SJAG_03613	YBR114W
SJAG_04982	YOR122C
SJAG_03409	YDR173C
SJAG_03176	YOR150W
SJAG_03006	YDL074C
SJAG_03113	YOR359W
SJAG_04309	YIL097W
SJAG_05313	YIL126W
SJAG_05313	YOR290C
SJAG_03297	YNL185C
SJAG_03295	YKR042W
SJAG_03295	YJL116C
SJAG_03295	YIL123W
SJAG_03295	YNL066W
SJAG_02985	YBL015W
SJAG_05024	YBL039C
SJAG_05024	YJR103W
SJAG_03596	YMR032W
SJAG_04360	YMR125W
SJAG_03907	YLR208W
SJAG_03602	YCL024W
SJAG_03602	YKL101W
SJAG_03602	YDR507C
SJAG_04841	YBL034C
SJAG_03432	YKL121W
SJAG_03432	YMR102C
SJAG_03665	YKL114C
SJAG_03342	YML064C
SJAG_03575	YLR127C
SJAG_02979	YLR203C
SJAG_03598	YMR202W
SJAG_03358	YGR082W
SJAG_03696	YJL080C
SJAG_03053	YDR337W
SJAG_04328	YEL006W
SJAG_04328	YIL006W
SJAG_03249	YMR015C
SJAG_03024	YGL012W
SJAG_05027	YJR137C
SJAG_05009	YIL061C
SJAG_05304	YDL079C
SJAG_05304	YMR139W
SJAG_03835	YHR172W
SJAG_04398	YNL238W
SJAG_04974	YHR065C
SJAG_03573	YLR071C
SJAG_03398	YPL111W
SJAG_03070	YER112W
SJAG_03545	YBL076C
SJAG_03776	YPL254W
SJAG_04953	YLR043C
SJAG_04953	YGR209C
SJAG_04953	YCR083W
SJAG_04121	YDL143W
SJAG_03123	YGR229C
SJAG_03934	YBR117C
SJAG_03934	YPR074C
SJAG_03906	YOR346W
SJAG_02994	YGL091C
SJAG_04353	YKL160W
SJAG_03457	YDR300C
SJAG_03457	YHR033W
SJAG_03368	YDR100W
SJAG_04126	YDL028C
SJAG_04346	YOR206W
SJAG_04060	YPR167C
SJAG_04839	YLR176C
SJAG_03837	YML128C
SJAG_04933	YGL244W
SJAG_03588	YLR304C
SJAG_03311	YGL047W
SJAG_03182	YJL039C
SJAG_04349	YPL065W
SJAG_04094	YPL104W
SJAG_05329	YNL172W
SJAG_03886	YMR080C
SJAG_03118	YOR123C
SJAG_04180	YDR161W
SJAG_04924	YDR182W
SJAG_03734	YMR137C
SJAG_03021	YDL234C
SJAG_04151	YKL034W
SJAG_03163	YDR148C
SJAG_04288	YDR196C
SJAG_05302	YGR062C
SJAG_03822	YGL256W
SJAG_03336	YIL107C
SJAG_04359	YHR009C
SJAG_04282	YPR121W
SJAG_04282	YPL258C
SJAG_04282	YOL055C
SJAG_03752	YMR223W
SJAG_03298	YOR209C
SJAG_03843	YDR510W
SJAG_03407	YIL108W
SJAG_03073	YOR058C
SJAG_03964	YHR201C
SJAG_03386	YPL236C
SJAG_04225	YKL051W
SJAG_04182	YKR038C
SJAG_03516	YOL130W
SJAG_03516	YFL050C
SJAG_04351	YLR289W
SJAG_03784	YKL117W
SJAG_03609	YOR245C
SJAG_03794	YNL007C
SJAG_03695	YDR052C
SJAG_03578	YPR010C
SJAG_04235	YMR028W
